ID,Answer
332,區分不同輔音
333,朱一貴
334,愛爾蘭島
335,發球失誤
336,銃炮
337,1959年
338,1980年代
339,凱·艾維
340,高句麗
341,1980年
342,《聖經》拉丁文譯本，由耶柔米自希伯來文
343,第四心音
344,2010年
345,武漢
346,1868年
347,托土拉島
348,美國
349,倫敦奈米技術中心
350,騎山路
351,
352,1973年
353,突厥
354,三菱重工業長崎造船廠
355,南斯拉夫人
356,金融、法律、通訊和交通行業，還有非洲第2大的證券交易所。按購買力
357,硫
358,丹尼索瓦人混血
359,漢文明
360,中國
361,2001年
362,骨質外殼包著的管狀結構，捲曲數圈呈蝸牛狀
363,空軍
364,1954年
365,韓國
366,維京戈達島
367,1955年
368,史都華中校
369,1910年
370,中亞
371,花剌子模
372,1958年
373,1928年
374,環境保護
375,巴爾
376,中華民國
377,社團部
378,聲明她會與托爾金結婚
379,郵票
380,加封孔子
381,楊浦區大連路的地鐵站2號口
382,2005年
383,中國
384,哥白尼
385,
386,雙循環泵
387,1809年
388,
389,民國32年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,幅員遼闊
392,伯克制
393,上限
394,國家起源說
395,路易·巴斯德
396,中部科學園區
397,辛亥革命爆發後，廣東於宣統三年九月十九日
398,1991年
399,國語詩歌
400,第二次工業革命
401,突厥語
402,
403,坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,榮譽感
409,六億七千多萬美金
410,妖怪
411,文峰塔
412,中文
413,酸鹼值
414,混亂
415,阿爾泰語系
416,清太宗皇太極派遣努爾哈赤
417,信陽
418,1000多年
419,吉米·史都華，美國電影、電視、舞台劇演員、美國空軍准將。詹姆斯·史都華文武全才
420,日冕
421,預測
422,媽祖
423,鮑德溫伯爵
424,周恩來組織領導了國民經濟的恢復工作，到1952年底，全國工農業總產值均達到歷史的最高水平。1953年至1957年第一個五年計劃期間，周恩來領導了以156個建設項目
425,15米
426,旅遊業
427,雲騎尉
428,好
429,2005年9月
430,太陽
431,那拉氏
432,辛酉政變
433,銅
434,統一企業
435,2013年1月1日00:30:00是儒略日期2456293.520833
436,生物學
437,陳誠任
438,孫中山
439,單獨媾和
440,工業
441,中原大戰
442,1978年
443,天皇
444,680.48
445,複合，該遺址是文化中心。蒙德維爾
446,嘉義市
447,農業
448,氣流機制是通過聲道的氣流的產生機制。在大多數語言中，所有輔音都採取肺呼氣機制
449,五角星
450,帝國
451,
452,阿28
453,匿蹤性能較佳
454,
455,1919年
456,妻子[UNK]閉眼
457,
458,伯克制
459,臺南州
460,布朗茜
461,南緯30度。其主要分布於大陸內陸區或背風的山區
462,1867年
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,[UNK]
467,《全唐詩》
468,1911年
469,1982年
470,七年
471,荷蘭共和國
472,大門
473,梁朝偉
474,吳三連
475,1918年
476,孔祥熙
477,
478,掃雷艇部隊
479,元世祖過度漢化
480,赦免權
481,民國15年
482,1952年
483,更早
484,五胡
485,動力系統
486,光明星4號
487,烏孜別克人
488,2555公里
489,國共內戰
490,玄菟郡
491,茲維亞德·加姆薩胡爾季阿
492,中文
493,飛機
494,荀子
495,明朝
496,1935年
497,雙北合作交流平台
498,可以有多部電腦介入飛控系統操作
499,中國政法大學
500,瓜拿納
501,二戰時期
502,水冰
503,中國
504,民國4年12月25日
505,馬麗娜·甘巴
506,1992年
507,共產主義
508,呂訥堡石楠草原南部的貝爾根
509,太白
510,燕王朱棣起兵反叛侄兒建文帝朱允[UNK]
511,網速
512,低稅賦
513,小選舉區制
514,科索沃
515,
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,喬治麥高文參選，麥高文以他鮮明的反戰立場為號召，主張立即從越南撤軍，並保障所有美國人的最低收入。麥高文
521,中永和、新店
522,1925年
523,蝸頂
524,1960年代
525,國人民銀行發出通知，擴大了銀行間即期外匯市場非美元貨幣對人民幣交易價的浮動幅度，從原來的上下1.5%擴大到上下3%
526,[UNK]/[UNK]-63雷達
527,1884年
528,
529,海外
530,
531,整理遺產
532,生殖器官
533,經濟建設
534,《中華民國臨時約法》
535,香港傳統粥店則會提供炸兩滑腸粉，是在腸粉內包上油條；粥店也有淨腸粉，也是一種街頭小吃，經常配以甜醬、辣醬、芝麻食用。蘿蔔糕為中國南方
536,
537,帕吉勒提河
538,「西南美麗的地方」。1957年設楚雄彝族自治州
539,天
540,開羅
541,1932年
542,許榮茂
543,民國四年
544,多倫多運輸局
545,古
546,柵欄
547,1898年
548,進出口貿易
549,查爾斯
550,唐太宗
551,健康寫實電影
552,1956年7月
553,矮星
554,中生代
555,伊爾庫茨克國立大學
556,泰赤烏
557,23406人
558,1789年
559,剛
560,金華。民國二十七年初又遷至永康方巖
561,
562,強盛大國元年
563,馬[UNK]兼任首任局長，中共中央紀委常委屈萬祥
564,總兵官
565,阿普列尤斯
566,哈大客運專線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國啟用，是以馬匹拉動的，稱為公共馬車。隨後於19世紀上半葉出現在美國
571,宗御封
572,轟炸機
573,命中率
574,中國大陸
575,中世紀
576,耳蝸核
577,刺史
578,18個
579,至元二十九年
580,自由派
581,庫頁島
582,陶瓷
583,1980年代
584,德國
585,法屬路易斯安那
586,1918年
587,叔叔來到中國，在其口述並由魯斯蒂謙
588,9年
589,玫瑰盃
590,1941年2月1日
591,101公里
592,國務院常務會議
593,低
594,喬治亞共和國
595,1943年
596,對立逐步升級
597,足式臀位
598,聯邦制
599,韓國
600,傷員人數過多
601,希臘
602,瀕危物種
603,史都華
604,公民權
605,智慧地使用冷氣
606,極端大陸性氣候
607,金華
608,1928年
609,[UNK]段
610,霍布斯
611,1897年
612,中山盛產海鹽
613,中國人民銀行籌備處
614,市場分析
615,滬寧鐵路上海站
616,2006年
617,家庭喜劇片
618,
619,
620,
621,規劃學院
622,史彌遠
623,社會民主黨
624,傳播色情
625,
626,哈大客運專線
627,第一區
628,忠誠
629,1982年
630,庄[UNK]
631,以東地區，即韓國江原道的稱呼。湖南地區是錦江以南全羅南道和全羅北道
632,譴責外蒙古企圖分裂中華民國
633,義大利的宮廷大臣諾加萊在教皇駐地
634,衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,
641,嘉義市
642,農業
643,29個
644,民國29年
645,10月23日
646,人傳》
647,元音
648,第二次世界大戰
649,5000
650,薩羅尼加賣給威尼斯
651,2015年年底前
652,古漢語文言文
653,22年
654,阿列克修斯三世
655,尼安三世
656,
657,1937年
658,1964年
659,高麗
660,油氣
661,外太空
662,廣選妃嬪
663,喀喇汗國
664,第一區
665,1925年
666,
667,九一八事變
668,春秋
669,宗教信仰和習俗的總稱。更具體的，包括舊石器時代、中石器時代、新石器時代和青銅時代的宗教
670,閩江口
671,1978年
672,牟定縣
673,全國版圖
674,中央窩
675,君士坦丁·波菲洛格尼圖斯
676,殖民主義
677,奧德
678,22℃
679,80公尺
680,積極性
681,麥克萊倫
682,赤城鎮政府街1號。赤城縣位於白河上游
683,
684,羅非魚
685,潘普洛納
686,水質好
687,1848年
688,《諸羅縣志》
689,杜林
690,第265任
691,一盤中戰至6比6時
692,民國39年
693,河南省郵電印刷廠與遼寧省瀋陽郵電印刷廠。德國聯邦印刷所早在100多年前就已經承擔了為德國國民印製郵票的任務，而且它是德國唯一的授權郵票印刷所
694,媾和
695,超新星
696,全斗煥
697,2007年
698,勝利鐘
699,司法結構，其中多半以此前的索馬利亞政府司法系統
700,382年
701,軍隊編制問題
702,劉銘傳
703,
704,1
705,何韻詩
706,1923年
707,阿拉伯語
708,2009年
709,湘西土家族苗族自治州
710,韓當等
711,可可鹼
712,巴克特里亞王國
713,金礪
714,
715,公共健康與醫學
716,《新基本法令》
717,1962年
718,洪武三十一年
719,越南
720,奧匈帝國
721,匈奴帝國
722,白矮星
723,咖啡因
724,[UNK]騎大將軍司馬元顯下令討伐荊州刺史桓玄
725,階梯狀
726,
727,6個小時
728,1986年
729,合法
730,郭沫若
731,90年代
732,金日成
733,第5
734,吉爾·德·萊斯
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,荊州
739,1898年
740,守舊派
741,蘇聯
742,李[UNK]早夭
743,中生代
744,史達林
745,中國
746,共和黨
747,抑制人口增加而實行的計劃生育
748,蘇聯
749,中華人民共和國國務院
750,維多利中心
751,25[UNK]35天
752,對第一期作水稻增產10％
753,華人富有
754,5～8％
755,日本
756,分子雲
757,鮮卑
758,鮑德溫伯爵
759,1918年
760,1939年
761,巡閱使
762,北馬利安納群島
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥
766,格拉喀喇可汗
767,奢侈品
768,資格賽賽制
769,
770,民國16年
771,13世紀
772,元聖
773,周恩來
774,馬略的軍事改革對羅馬歷史的發展有著深遠影響。改革擴大了兵源，增強了軍隊戰鬥力，但同時也使軍隊性質逐漸發生變化，為日後的軍閥出現以及軍事獨裁的建立奠定了基礎，馬略一
775,至元十三年
776,
777,70年代
778,圖西族
779,聖餐持紀念說
780,自殺者
781,《三國志》記載，[UNK]的「言語法俗大抵與句麗同
782,低倍率望遠鏡
783,長沙太守
784,物質
785,2002年
786,上海
787,保羅·卡加梅，於2000年上任。與鄰國
788,乙氧基乙烷
789,
790,兄弟國的盟約
791,2011年
792,硫
793,1979年
794,義大利
795,江南社會
796,卡拉恰伊湖
797,宋理宗
798,阿蘭王國的海軍強大，不停從海路襲擊西羅馬帝國
799,南京
800,共和黨
801,日本
802,二戰
803,1976年
804,
805,1949年
806,麻省理工學院
807,
808,
809,礦產資源
810,1449年
811,1970年
812,隆武帝
813,驅逐艦
814,孫叔敖造田興水
815,《哈比人歷險記》
816,雙汗制
817,482年
818,民權
819,中華人民共和國成立後，將留置在大陸的原中華全國體育協進會
820,極端
821,《武狀元蘇乞兒
822,1956年
823,《產假和保護婦女兒童權利法》
824,蔡素玉
825,馬跡山
826,韓國
827,人民頻繁的遷移
828,公元7世紀
829,非法
830,保證共和派
831,匈牙利
832,1979年
833,高句麗
834,寧都會議
835,
836,古埃及以天狼星在東方地平線的出現，預示尼羅河氾濫的日子。中國商朝
837,1941年
838,妖怪學
839,1987年起由韓國國民直接選舉產生，任期5年
840,[UNK][UNK]
841,黃河
842,關漢卿
843,張學良
844,佐世保漢堡
845,主序帶
846,厄德
847,整個站體都位於天橋上的車站
848,2007年
849,35號決議
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2007年
855,羅馬帝國
856,恆星
857,第一目擊者
858,生物
859,1988年
860,韓國
861,祖沖之
862,東非共同體
863,成長
864,阿瓦魯阿
865,袁世凱
866,基因特質
867,印地語
868,哥白尼
869,清康熙帝
870,撒下稻種後
871,宮口擴張期
872,民國43年
873,地質類學科專業
874,黨籍
875,咖啡因
876,
877,1998年，金大中執政後對朝鮮實行了「陽光政策」，並在2000年6月
878,韓國高鐵
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,戀人
883,開架式販售
884,1910年革命
885,洛邑
886,漢禮
887,杜慧度
888,憲政
889,中期英國
890,斯塔福德郡小海伍德村
891,義熙十四年
892,劉少奇
893,2000年
894,小學
895,人類想像與傳說
896,國家安全局
897,2008年
898,1989年
899,氫燃料
900,天然地
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,倫敦條約》
906,第四次迦太基大會
907,精子庫
908,太陽
909,加拿大軍隊
910,120天
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,
916,1590年
917,1985到1989年
918,埃姆斯蘭到博特羅普
919,民主德國廣播電台是自1952年到德國統一期間東德的官方廣播電台。東德官方的對外廣播電台是柏林國際廣播電台
920,銀河部分。但是有些距離地球一億光年遠，在室女座星系團哎母100星系內的恆星也被觀測到。在本超星系團也有一些星團被觀測到，並且現代
921,1584年
922,都水監
923,丹尼爾·邁耶創造了「維基媒體」一詞來稱呼這一軟體，並在2003年8月開始逐步得到採用。由於這一名稱有意地相似於「媒體維基
924,
925,1992年
926,67個
927,12月7日中華民國行政機關人員遷至臺灣。中華民國於1948年5月10日
928,2000年
929,空軍
930,黑河
931,私立大學
932,邦立圖書館
933,把新住民子女及新移工納入
934,趙石勒
935,許榮茂
936,俗雲萬里石塘
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,美國聯邦調查局
942,9月
943,在伊斯蘭文獻中，由於其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,
947,0.07
948,閩南人
949,民國28年
950,聶耳
951,公路系統由市區2環快速3環路及2013年底全線貫通的昆明繞城高速
952,
953,石排灣
954,正教
955,八角鼓
956,
957,文化大革命
958,1642年
959,徐載弼
960,拔都
961,亞爾薩斯
962,芝加哥大學
963,船業
964,氣冷，火力由採用步槍口徑的輕機槍提升至12.7毫米
965,紐格威森林
966,2012年
967,斐迪南·德·雷賽布
968,戴克里先
969,166年
970,科學
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,周恩來
976,
977,1958年
978,西晉
979,涵元門
980,
981,漢文
982,12次
983,研究科學史大都在從事回答：「科學是什麼？」和「它如何運作」，以及它是否顯示出大規模的形式和趨勢。特別是科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,香港華語片票房
989,內陸
990,國大黨
991,白[UNK]紀滅絕事件
992,模特
993,異端邪說
994,1252年
995,元朝
996,1932年
997,1972年
998,新式鐵製蒸汽船
999,長子文森特
1000,環境保護主義
1001,憲法
1002,1946年
1003,蘇聯紅軍
1004,食物的短缺
1005,1991年
1006,印第安納大學
1007,太陽
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,黨委員長
1014,芝加哥公牛隊
1015,預付
1016,一街區
1017,獨立
1018,第二代
1019,雷家驥
1020,9月2日
1021,侯封建制度
1022,工程化核酸酶
1023,伊薩克二世
1024,
1025,外部
1026,麥克阿瑟
1027,
1028,武漢行營副主任
1029,躲避戰亂
1030,東北亞
1031,64%
1032,狄拉克
1033,落實外交政策
1034,1823年
1035,輔音
1036,寧都會議
1037,舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,中國對國家機密定義管理的模糊、寬泛，也被認為嚴重妨礙了公民的知情權，並導致政府對公民維權的打壓
1043,愷撒
1044,韓語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,南方超大陸岡瓦那大陸
1050,
1051,挪威爲了開拓日本
1052,《渡假留香》
1053,美國內戰
1054,南華縣
1055,英國人
1056,漢族
1057,中文
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,安原王繼位
1062,
1063,慶元
1064,軍事委員會北平分會副委員長
1065,法典法系、羅馬日爾曼法系
1066,石油危機
1067,秦朝
1068,峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,480萬人
1073,1916年
1074,1627年
1075,區域性污染
1076,羅德城
1077,唐生智
1078,夏季
1079,板橋地方法院
1080,戴克里先
1081,6世紀
1082,98所
1083,甘肅省
1084,決勝局
1085,1所
1086,耶穌會
1087,中央窩。人和靈長目動物只有一個
1088,破四舊
1089,三次
1090,獲得大寧地區的駐牧權
1091,俗語同時共存，而俗語演化成了中古印度-雅利安語方言，並最終演化成了當代的各種印度-雅利安語言
1092,張學良任旅長，郭松齡
1093,毒性
1094,邊督辦公署，在普洱設雲南省第二殖邊督辦公署
1095,17世紀初之明朝時期
1096,1968年
1097,多功能性
1098,1932年
1099,吉田定房
1100,恭順
1101,淡水
1102,抗日戰爭
1103,財產資格限制
1104,
1105,汗位取得不合法
1106,勃艮地貴族奧東·德拉羅什
1107,灣仔填海計劃第二期，將成爲日後「灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,赫爾辛基
1113,《胭脂扣》
1114,羅馬帝國
1115,1846年
1116,辛亥革命
1117,王平陵，民革的中央常委許聞天，歷史學家、文學家繆[UNK]，銅版畫家陳曉南
1118,
1119,幾個
1120,阿拉伯半島
1121,塞爾維亞
1122,加州尤巴城
1123,君主
1124,天下人
1125,蒙聯軍
1126,提姆·柏內茲李
1127,朱序
1128,人民幣
1129,中國教育
1130,1992年
1131,康拉德·阿登納
1132,東北亞
1133,柏拉圖和亞里士多德以前的荷馬、赫西俄德、修昔底德、色諾芬和歐里庇得斯
1134,185年
1135,弱勢群體
1136,大正天皇
1137,第一教學樓
1138,皇后
1139,義輝之弟足利義昭成為第十五代幕府將軍，挾其為傀儡以號令天下。足利義昭並不甘心作織田信長
1140,主導戰爭
1141,衛生部於2004年稱每年有28.7萬多人自殺。在台灣，自殺於1997年首次進入十大死因排行榜
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,英國
1148,法國
1149,七月
1150,德國
1151,329440元銀元
1152,民國34年
1153,50元
1154,中華民國
1155,2次
1156,秧苗
1157,七個
1158,劉少奇
1159,卡加梅
1160,
1161,《景祐天竺字源》
1162,80
1163,財務分析工具
1164,自然
1165,[UNK]魚號」服役。1949年晉升海軍中尉
1166,德川家康真正成為了霸主。家康
1167,機炮
1168,1836年
1169,敘利亞
1170,子女
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,13小時
1177,法國
1178,歐德謨
1179,道本頓
1180,通州張家灣議和
1181,製導
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,鴉片戰爭和太平天國起義之中，維護了法國在華利益
1186,獨裁政體
1187,8200年
1188,《海峽兩岸服務貿易協議
1189,阿速特部
1190,自由主義
1191,1874年
1192,聲音
1193,什錦麵和皿烏龍麵
1194,李克強
1195,河東道
1196,超文字
1197,米利都
1198,熱帶稀樹草原
1199,
1200,閻錫山接受了共產黨關於在淪陷區成立戰地動員委員會的建議
1201,63個
1202,46公里
1203,十六世紀
1204,西格里
1205,周宣王時期
1206,吉隆坡
1207,1891年
1208,史無前例
1209,12個
1210,二氧化硫
1211,北京電視台
1212,[UNK]州縣
1213,十月革命
1214,英國
1215,美國大學協會
1216,中國教育狀況
1217,郭松齡
1218,開京
1219,美國大蕭條時期
1220,給予孔子的家族與弟子一些稱號。為了解決元成宗時期的財政危機，元武宗設置常平倉以平抑物價
1221,加拉塔
1222,各種的組織
1223,蔣介石
1224,全印穆斯林聯盟於1916年12月舉行聯席會議，在真納和莫[UNK]拉爾·尼赫魯
1225,
1226,喇嘛教
1227,鎌倉時代
1228,太陽
1229,中國特色社會主義
1230,劉裕則
1231,阿里烏教派
1232,鮑德溫伯爵
1233,佛教
1234,周代
1235,
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1926年
1248,義大利汽車之都
1249,液冷式
1250,細胞膜
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,1260年
1254,1948年12月1日
1255,武宗系
1256,土地稅法
1257,魏博拉盧比民達行業工會
1258,
1259,繁衍後代
1260,尚吉巴
1261,華南六省之一。簡稱為「粵
1262,安德魯約翰遜
1263,普林斯頓大學建築系
1264,8歲
1265,釣魚台國賓館
1266,伊達政宗
1267,發展出來
1268,民國15年
1269,金融服務局
1270,洛克勒斯
1271,約翰·莫根
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京市
1276,晶體狀態
1277,哈利里德
1278,世代劃分
1279,柏拉圖
1280,波蘭人
1281,907事件，1994年千島湖事件之後又趨惡化。1995年，前總統李登輝伉儷訪問美國
1282,英祖四年
1283,
1284,我們說相聲
1285,二人
1286,1880年
1287,[UNK]
1288,八月
1289,閾下刺激物與內隱記憶
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,國務院常務會議
1296,請師
1297,人民！
1298,368011人
1299,
1300,1913年
1301,使命乎合土地撥贈法案
1302,士瓦本
1303,波士頓塞爾提克
1304,腓力五世
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,不萊梅的沃爾普斯韋德建立了「藝術家殖民地
1310,朱利烏斯·凱撒
1311,豫
